,LSTAT,RM,DIS,RAD=7,PTRATIO,TAX,INDUS,CRIM,CHAS=0,NOX,B,AGE,ZN,RAD=5,RAD=3,RAD=4,RAD=24,CHAS=1,RAD=2,RAD=6,RAD=8,RAD=1
0,-4.570469213041263,2.763389992326959,-2.0013552598303535,0.7552713222116444,-0.69170998143218,-0.5982276414418012,-0.36157843064307715,0.33590020936515314,-0.16143211327936313,-0.12477226178908475,0.018800422108947105,-0.0061015243281224265,0.0020849289367865925,,,,,,,,,
1,-3.8087064089972396,3.6179298907990476,-0.46145431117572266,,-0.5362942397244609,-0.3848811547514061,-0.27466109039104963,0.4646106619673517,0.13719146101039464,-0.046379556169661565,0.08290839199027,-0.0879210753922314,-0.037166774992117124,0.07684069885306068,,,,,,,,
2,-2.424483470069293,1.3085233750006287,-0.20313482215943693,,-0.4120085379794634,-0.323736127582344,-0.20295341823029273,-0.5549400127105087,-0.2960540632511568,-0.18769409241076024,0.3152779015358582,-0.2123961065006111,0.00160558723334661,,-0.1512386092729052,,,,,,,
3,-3.146186411227378,1.6743799699688187,-0.41937628753292716,,-0.3908233197910907,-0.5808843225396795,-0.22617977694247351,0.7682929559043422,-0.20056422093289558,0.06332249240244296,0.05945807452969715,-0.030119404037640317,0.04099476685000447,,,-0.13535802608997075,,,,,,
4,-7.3596971587842495,0.30305170274940557,-4.018330441273002,,-0.056727745460891155,0.026095929625584005,-0.06077080900625075,0.6158044392700297,-0.050401725180341854,-0.19226508481558732,0.05604670739311395,0.2003173792503328,0.07612536170818159,,,,0.3041988264216391,,,,,
5,-6.3269434456699765,1.2829239088402378,-2.7906210859340543,,-0.16196543025102603,-0.08901270613757543,-0.18318577335497532,0.29553926412796483,0.20729442816402965,-0.33660536155042015,0.08410104013527864,0.027244991807474094,0.032795331764817894,,,0.02515045541587672,,,,,,
6,-3.131011333169293,3.316293093948162,-0.9637374791958526,,-0.41343253048087203,-0.6780461486791034,-0.14586177198782282,0.7136349746477789,-0.03940131353133299,0.016923644970581173,0.09467132584315838,-0.011389319262275125,0.07092779907348745,,,-0.09802834958205014,,,,,,
7,-4.456395513262412,1.473332877552591,-1.1305206243343542,,-0.3424857886212368,-0.43024973360162444,-0.1595854852565484,0.07159947453456117,0.09623580817434547,-0.259292552042703,0.03817329661935598,-0.03156580287521834,0.046965075816364395,,,-0.029086914710873248,,,,,,
8,-3.854375151300969,1.1355373046764496,-1.0178477289030265,,-0.27539437630832225,-0.348815713937673,-0.05979887373556551,-0.4666424626962722,,-0.5924474791641448,0.17398110986466048,-0.1801355015345086,0.00207587766955994,0.0537524221536795,,,,0.16862654113552436,,,,
9,-4.563173734605861,2.299487008131694,-2.5286499450770847,,-0.5235431448423652,-0.7401207977946701,-0.30048800474810317,0.5367454634800586,-0.17366307250986737,-0.0635047542804419,0.012994395098460553,0.0394068883857132,0.053581520526824446,,,,,,-0.13156765078226945,,,
10,-5.506531711771245,1.9422571976187208,-2.2685972663992184,,-0.48131779551093185,-0.08648115919243032,0.01016495956055182,0.43370598622648054,0.12418374340222785,-0.20022854607607576,-0.005216603489223974,-0.01790422523149636,-0.027919042812428976,,,,0.02217928561210738,,,,,
11,-3.359691364400378,4.375828052270597,-0.26693571831230634,,-0.596761961203627,-0.4207214160283777,-0.20036186799792188,0.47196238167363347,-0.10407955040899795,-0.032525047889383145,0.028207493739201818,-0.11550935801526042,0.003807829679688097,0.11960394184830858,,,,,,,,
12,-4.675814496726471,0.91729299933611,-2.3767582174865862,,-0.3069115044927709,-0.12373382147260115,-0.07197807091911056,-0.04104878636684405,-0.0029285453866845198,-0.24485290727024434,0.16161470570323738,-0.14241056799684437,0.007151185127026317,,,,,,,-0.3481730672137776,,
13,-2.954413758577777,1.3750997652551793,-0.3765640183180543,,-0.24387193247716515,-0.6316355786193305,-0.31104458553657305,0.4831511871703207,-0.038461462120167496,0.029945082286729808,0.14683471479895877,-0.03405733042727441,-0.021004291432629447,,,-0.151640322537898,,,,,,
14,-5.342490449110408,1.30030736550711,-2.68614831838669,,-0.33159214755115285,-0.431465352985045,-0.23712671684073505,0.3387895900650603,-0.3524257829428673,-0.17888137204987614,-0.041160394791698154,0.09192606877491132,-0.04860776548981565,,,-0.2025510593257929,,,,,,
15,-9.333335647255986,0.24743668522164114,-3.592724243106799,,-0.12118895704442378,-0.04368457867351454,0.14538704194282917,0.11279280624356634,-0.6173062302001247,-0.4434265043063437,-0.0657418598273959,0.07193488870483178,0.003523067001548857,,,,0.3065185449574977,,,,,
16,-3.2399046284682305,1.51439737125233,-0.19145725248286102,,-0.28847740148841244,-0.1852874223813522,-0.05596932254507782,-0.9199782077996193,-0.14069084252789105,-2.013291346372673,0.07414008895512302,-0.24670357841121973,-0.005924970256814115,,,,-0.07139825959754167,,,,,
17,-4.790411899910506,0.2040700703319903,-0.3508817447467547,,-1.8139570401018021,-0.40888814638377097,-0.24226848778550492,-0.5337926499713134,0.11162266939289403,-0.16795226021308543,-0.02940470928464596,-0.2205702344603509,0.018561167866915453,,,,,,,,0.18891418774158117,
18,-3.0741642130645284,2.5776859886424286,-0.5149933306490854,,-0.1961319251736252,-0.5520940033463475,-0.28880268489879735,0.8008404103422609,-0.3509083091031975,0.07694878604357996,0.10610661179709724,-0.004284260759489429,-0.048504187984508194,,,,,,-0.15605086542242633,,,
19,-0.7974668498437386,0.12132105703115097,0.4215420601135085,,0.020586992502260655,-0.17058542863991694,-0.09123435775681991,-1.6734438307647344,-0.13427632489676158,-0.12291179663937479,0.10592516750570935,-0.3786478564758169,-0.002416136464730939,-0.042977965848445154,,,,,,,,
20,-4.192140470536714,0.965212455551975,-1.7229212828417348,,-0.3665272322883658,-0.5298537678607947,-0.17423660153211418,0.34438578737351005,-0.2715942559801287,-0.1488480997803046,0.12193564284342887,-0.16184965904437976,0.04152882397413027,,,-0.08700273230903481,,,,,,
21,-6.61370528330188,0.5058796990697836,-1.706704397604278,,-0.07549670004132389,-0.12099218820853425,-0.06031745982848477,-0.7112452056589987,-0.19109976148576927,-0.048639550276052816,0.11827570746567255,-0.06940038582159076,0.004082556035809082,-0.009779478947245488,,,,,,,,
22,-4.826319565724074,2.4269535751580436,-1.8787545378025239,,-0.5591521586972413,-0.5052927472200728,-0.1330652154635377,0.39651494635534873,-0.11696442864530196,-0.1957550531648137,0.030164906998124782,0.07442120214041417,0.02961969215534953,,,0.024603967247983968,,,,,,
23,-3.590202296696808,2.6419635883581796,-1.2677409503033732,,-0.48609087820404656,-0.6571093836208864,-0.12444740481018067,0.6495732710807044,-0.02959695352446167,-0.0659431130643888,-0.04743619611318265,-0.24400283590303767,0.010284576450454818,-0.030166741495040585,,,,,,,,
24,-2.811275259145333,3.094415071905369,-0.3853987716933676,,-0.2965464735640829,-0.567176954081455,-0.21479820583579148,0.9426371943951352,-0.07909079213434203,0.05240425513338192,0.0285675034784938,0.05067321134443667,0.005312388924520483,,,0.07061276624776006,,,,,,
25,-2.3915573272463404,0.633967479742629,-0.26923624017963776,,-0.2060402361130063,-0.15326346620971873,-0.0522702510267474,-0.8241623172009804,-0.3439210308793237,-1.7533386719633433,0.06949386074588465,-0.09104652493690348,-7.650994032476628e-05,,,,0.06516237804577046,,,,,
26,-2.601318053971276,1.2915473369571342,-0.46222727859224033,,-0.36196217047829976,-0.24293456265116256,-0.04071651127028896,-0.6532375113487552,-0.13127765146338438,-0.6385406471583257,0.16350438952394786,-0.16041859034138856,0.014075750121259582,,,-0.042795324507905894,,,,,,
27,-3.2527306945926173,1.8274381896981557,-0.09896956820897188,,-0.3855533268868955,-0.46466293190888003,-0.2292765025141302,0.43924197781872126,-0.09317134850218331,0.021960024787015326,0.13966249897874716,-0.11752593872132719,0.04800855841811036,,-0.11315612041299256,,,,,,,
28,-6.2382555243445665,2.9317052401335064,-1.1298135355085632,,-0.25475564235996706,-0.4252034023756758,-0.255984137082314,-0.02601815566888691,-0.2620069797193788,-0.441880578572475,-0.0868383411654038,0.13914383181281595,-0.062433533088576444,0.09734805060738826,,,,,,,,
29,-4.418261682122062,0.25025940961685883,-0.7709534773358439,,-0.2050083826648826,-0.19579922728785779,-0.08396390590393517,-1.2268538935220878,-0.2666180111103266,-0.9878929741816201,0.022349948950313905,-0.2537388196923482,-0.0013052998313589587,,,,-0.17502636912570904,,,,,
30,-3.150148464118832,3.6596088981625736,-0.004216918835282431,,-0.5014968972184152,-0.27081581286212697,-0.1936925045690096,0.7470629023074591,-0.005206578645490909,0.0730873345311684,0.029044544171547736,-0.0735358576770559,-0.05871444961480577,,,-0.08306226761635117,,,,,,
31,-1.9611808862513431,0.7419846833764691,-0.08895815405117796,-0.18596719306797915,-0.39957203168847655,-0.2902655402973012,-0.2136642469849694,-0.4781785846033062,-0.10408276162794881,-0.09885186089842982,0.29384204660256014,-0.23579811093945788,0.030776530520672838,,,,,,,,,
32,-3.904128952047153,2.691856418870543,-0.4031905668035752,,-0.7836050686926853,-0.37639563170737605,-0.1555933045683288,-0.441708572078538,0.008040258593054793,-0.03959925897882889,-0.016029767947091857,-0.06449588599400632,-0.029403243783183403,,,0.3186746058524161,,,,,,
33,-6.818842894046273,0.8309691324685223,-1.4385315029765187,,-0.3665215351274248,0.06488866699346199,-0.019860248858934636,-0.968109612043097,-0.41300710378800903,-0.6711419955944218,0.08642425932751015,-0.15000329786032712,0.02712170736372498,,,,-0.10119274447000011,,,,,
34,-3.338467368336885,2.3149645308014977,-0.6289938846793681,,-0.35420743964461815,-0.24188808466751072,-0.21053512863709983,0.5869264535419809,0.12064647870336774,0.04931485287478426,0.10979611556594565,-0.056497367439210085,-0.034122300066482536,,,-0.08378431369487224,,,,,,
35,-5.169737313325863,0.9577399946699806,-2.3941790481115226,,-0.32692435652307666,-0.20731359440057348,-0.18717364649587553,0.03667962761678997,-0.2692161696443763,-0.34540384470487123,0.1447782859855971,-0.13295876442197155,0.0637335104488703,,,,,,,0.4432058507310769,,
36,-5.713985787753294,0.8750230304245854,-1.0264624132156281,,-0.24575806037279543,-0.13673685292201282,-0.07597470658516975,-1.0126544672492557,-0.13748606414474515,-0.6180228192580939,0.18370441929477477,-0.10916424071560182,0.021015744458122012,,,,-0.026252973739502975,,,,,
37,-3.832029031010406,4.0406383744657255,-0.37425089830072755,,-0.8360785854709999,-0.5075101143994785,-0.28266710058679195,0.09903502530248519,-0.21244696110901384,-0.07483509366226515,0.15794870920950768,-0.16024610617195237,0.015236961580131715,,0.19202088211060156,,,,,,,
38,-3.355202937024465,-0.007994208573653665,-0.3870732681746065,,-0.17829540045269615,-0.09745006029840018,0.013040837462884146,-0.5987235963341485,-0.14540622950868207,-1.9369118016554,0.11390550135407373,-0.15178004220449764,-0.0019503458906081556,,,,-0.08925084001351478,,,,,
39,-4.931728056020604,1.0945682737465865,-1.3631089966168382,,-0.3798146721159845,-0.007576052891158852,-0.03011835780037988,-0.18823013316117235,-0.2775368484663847,-0.49955548772227787,0.03203727168683306,-0.1612867956751939,0.0024985094106595453,,,,0.04651688491302262,,,,,
40,-3.3903599337710424,2.8636524918488644,-0.8433107494877027,,-0.33162859431082764,-0.2234373477916177,-0.19822842802215035,0.6777241886850043,0.324939194709767,0.08157454026201774,0.06451361146700024,-0.03953181886771307,-0.013855283294399525,,,0.0063389324182097665,,,,,,
41,-3.4409915288453976,2.3839043319815527,-0.3886897468776242,,-0.3601834422396302,-0.849003888182677,-0.23174860718124451,0.6900194592412234,0.10069273640108092,-0.05752449382669731,0.07362956966445855,-0.09186899134355499,-0.031170277484325062,-0.11518317911454139,,,,,,,,
42,-4.631592454453382,2.74659477484548,-2.2854660171182135,,-0.4065199334098908,-0.49939951221273116,-0.29383523063793354,0.5174460195502913,-0.1552178990947623,-0.18260325041607836,0.015519546915393388,0.1565631966046364,0.01487982992696756,,,,,,,,0.058753402488004924,
43,-2.042023812398252,1.1412045962803463,-0.2857521218866176,,-0.38422074553083185,-0.2176422378222459,-0.08453812385326044,-0.8162378595949545,-0.2350954059148272,-1.2001648027577017,0.16664301990270966,-0.14715898041717715,-0.016932964442031257,,,,0.05148542821667958,,,,,
44,-5.197100604220921,1.087664956246073,-1.2314030537485596,,-0.2745412947565389,-0.004388259657843768,0.023207729129354922,-0.6364827173217191,-0.7125297267990607,-1.0625862615421346,0.15555001304650343,-0.21754563612648756,0.031186712509320307,,,,-0.2229005578370705,,,,,
45,-3.0974529241665905,1.780700906130743,-0.24510579341189326,,-0.35734549261490167,-0.1286858133757251,-0.07846343321460529,-1.2570900469080157,0.05417677026232723,-1.4710698220253355,0.12850296029456262,-0.107647491657048,0.014588224755948804,,,,-0.18905593710747726,,,,,
46,-3.901237152105672,2.309018500543351,-0.9293286197015646,,-1.037704066329971,-0.2189725928102761,0.026792716378858786,-0.12418406796331956,,-0.39650985654107157,-0.17266495742993487,0.10083059105226147,-0.007951452137021676,0.20020508485698194,,,,0.0623061521225173,,,,
47,-7.2460153230274305,0.5371680527567938,-1.9418321160439025,,-0.12725189941114493,-0.13063691420672152,-0.008999384217217056,-0.654277713921088,0.06935238754388241,-0.9393012737884027,-0.03760485000177216,-0.1493238001067804,-0.0281600319082221,,,,-0.15907772226949754,,,,,
48,-6.363014333618048,1.2515583601381768,-3.5139281804767406,,-0.31279613591975697,-0.2794904371399844,-0.10707270621394777,0.5494126776122116,-0.4469510779923656,-0.2523096385649241,0.03384345960092535,0.02885091200160051,0.0020042903832519833,-0.0295329691010186,,,,,,,,
49,-5.695972407829849,1.6862874610248348,-2.6995143508060067,,-0.24924290174161196,-0.31840067258884747,-0.21187208431103677,0.3249199788268084,0.2726003604615275,-0.11878702429022002,0.23730341822285686,0.16062736087324161,0.027447321501276926,-0.03620324351184807,,,,,,,,
50,-6.265505711420818,1.5578805283161166,-1.6234172282118182,,-0.47555435254842704,-0.12481233488974797,-0.11041447831787596,-0.1857222112145888,0.01607140472696437,-0.5365028618075094,0.05814530390353026,-0.17638173054946832,-0.013298579798035724,,,,-0.08243316631926323,,,,,
51,-3.593825168714285,2.518932962324857,-0.2721990225530892,,-0.3237368489608697,-0.616793446891477,-0.35176928217753306,0.23324849083435756,0.024974906857340926,-0.02046180197394448,0.18244091307224208,-0.06577681603734228,-0.028766711088501574,,,,,,,-0.03581502206708117,,
52,-3.1384280256753154,2.9850487182095575,-0.520462005750418,,-0.45672382746156737,-0.7491783781131127,-0.15858211269361278,0.7584062348506073,-0.04193298079690875,-0.003435449244472385,0.0760222459581417,-0.0433314628200514,-0.0036285938666824336,,0.19240053371864085,,,,,,,
53,-6.547253764364091,1.5967822922287995,-2.9523979447921893,,-0.2864315470282035,-0.2112511763371267,-0.04065963984349162,0.11562380012508754,0.05621397660359068,-0.4104739923620396,-0.012811192641992738,0.07187619364540768,-0.06989879646617506,-0.003540450250595173,,,,,,,,
54,-0.5726013432637165,0.21971643535272245,0.16448435119652327,,-0.2954296284487623,-0.28197664639806325,-0.22063530155027,-0.6850317646233623,-0.13612175442380578,-1.0581397858053962,0.23357070130036092,-0.24915805146890055,0.0005998303804153935,,,0.043533324740161985,,,,,,
55,-3.5202887889101184,2.8579471985950584,-0.171846945219465,,-0.3895644647131113,-0.6211424531781143,-0.20333038730000288,0.6487833619396216,-0.1117862891269741,-0.03361731528035721,0.04216720471392968,0.004179146224931587,-0.0025290221542642174,,,,,,,,-0.027145141633303112,
56,-0.7352299563873671,0.5357981687880886,0.14639371993638942,,-0.15078653150465396,-0.251660117875394,0.0012555673830105547,-1.4451990951051694,-0.06622844630074547,-1.3769931684658312,0.13519216186618582,-0.22351197451907767,0.007567813527245047,,,,0.019687629742900926,,,,,
57,-4.170750518480345,1.5245557088630428,-3.932384568022737,,-0.4085536248499427,-0.536487901695334,-0.19355854162936176,0.8613524619854572,-0.03781554231039026,0.03819102498511719,-0.09953397871280474,0.027851339026559722,0.1014045031773417,,,0.05279213021321611,,,,,,
58,-3.796805497979046,1.2597667968273094,-0.9316612997493191,,-0.2947250299341468,-0.3989441680447894,-0.15511377075194177,-0.06195252383335068,0.04905766061161099,-0.21613019781543688,0.195052635806245,-0.11743978734364795,0.015359702957082643,,,0.10728646889376249,,,,,,
59,-4.421015925872841,1.1447312587198288,-0.47336840424750504,,-1.685521049876274,-0.29646135334455187,-0.24714486592831414,-0.5559237872324558,-0.15509253431869977,-0.1683037705987852,-0.048745869622577605,-0.280697218839769,-0.04764407471790682,,,,,,,,0.002316585015242647,
60,-7.482373910236635,0.7034141551397428,-1.8047569309997828,,-0.18251619814408773,-0.07874431395780915,-0.19331171890687468,-0.5591026973394125,0.076100050757333,-0.8148052612622246,0.026413463593261008,-0.07667866515479928,-0.026797214863855487,,,,-0.13218434629478137,,,,,
61,-3.8653031656822243,2.9834585406679115,-1.414428149548582,,-0.45564847399803715,-0.6773529885505509,-0.31830588920811576,0.5870164953546206,-0.05054577439993332,-0.025974097058016118,-0.034710966945411634,-0.08940965525719216,-0.062280221172418444,,0.056244640818477847,,,,,,,
62,-4.951650981431898,0.46863977910995724,-0.9111596451618065,,-0.24310396592631794,-0.1196213343190955,0.009658195233631628,-0.9504916952121025,-0.17054855788384632,-0.9648323803042937,0.0697453734099745,-0.21259195249062046,0.19914889360293692,,,,-0.04757722459961831,,,,,
63,-5.0476292214233665,1.2782112138284443,-1.3053320545029452,,-0.3104522692658741,-0.032019227664036476,-0.10873390575747868,-0.44351311135894,-0.13265535342909646,-0.9888976859445087,0.07157840462888009,-0.06846138023981559,-0.0001798455232285599,,,,-0.06780324299195717,,,,,
64,-0.47352948802126044,0.36304444235064837,0.02006098532369315,,-0.3557558593870141,-0.05629688380304601,0.021544853911766193,-0.9058699447667347,-0.16219879010238658,-0.4737181530103604,0.40475199403372053,-0.029889076741400195,-0.004441150084844491,,,-0.0439230677745647,,,,,,
65,-3.9293470137451476,2.935763018376273,-2.2790305773176955,,-0.6510869965060415,-0.3455658887383957,-0.2089702226758564,0.2323636977407119,0.11977475750677669,-0.1477567020740622,-0.019298067867360026,-0.09621356340473962,-0.04138168539752102,,-0.17236373073410072,,,,,,,
66,-3.680505239958786,0.8265118696459535,-0.36602006913999524,,-1.838676675711718,-0.2293848258653653,-0.21982736000682102,-0.565052591107866,0.1582095269502479,-0.08012000721137999,-0.11913946686146208,-0.26573918113638023,0.011881823574948564,,,,,,,,0.08716972478260529,
67,-3.752626631292396,3.3693807371362063,-0.2980767541445209,,-0.38561189850779193,-0.24978384535333983,-0.2944484988199935,0.4201719114029029,-0.1464020472850256,-0.1117363223310814,0.0732488850125456,-0.12645851949506767,-0.0016146249803954918,,,,,,,,,-0.43267845004858957
68,-3.5134205026803236,1.9063196420294566,-0.7371925771652925,,-0.18072993713394384,-0.6781860587231902,-0.04210884041673813,0.44236176554964124,-0.0769041399925909,-0.009581896432296889,0.028689369354243533,-0.13131934516087423,0.04772230422635158,,,0.0036701197972448495,,,,,,
69,-5.891484386322331,0.9787103437646791,-3.0603338176917325,,-0.12103626817543488,-0.32006081196443725,0.026865106821528657,0.3830064310430262,-0.06837997303991995,-0.3556974834977122,0.0637225135566275,-0.11777831808123831,0.0007248442073820611,-0.07977007789132552,,,,,,,,
70,-3.380158165385681,2.543415955269972,-0.8372526304242506,,-0.39670940639249314,-0.6534922445213501,-0.04457850050949469,0.8272480671095127,0.02045726555533027,-0.013944849841208905,0.0852629870311625,-0.15481182110299008,-0.021114504497503794,-0.0011186435622982137,,,,,,,,
71,-1.2165961274777581,0.006931312836208345,0.1469275653993129,,-0.12245968247009625,-0.08535429468420372,0.022433482106332003,-0.5335833495589424,-0.09753350625825277,-2.1609492548985116,0.005442817607912468,-0.1646191671343864,0.028591393416563075,,,,0.0898943193915828,,,,,
72,-7.262620961383935,0.07481795909017079,-2.8926495499068436,,-0.05055481310194856,0.025226550279649016,0.0069983237700706035,0.03751556322734553,0.06921665487170926,-0.26001543086599627,-0.0037679340140286902,0.023686120461276085,-0.013535005368892345,,,,0.1269037840713564,,,,,
73,-4.648840282858914,2.37471535086205,-0.9326843732796809,,-0.4514518430797525,-0.45813034794060375,-0.22682351908949167,0.08774117360155767,-0.267553421036097,-0.32851667071809465,0.12565198135976183,-0.050074393102248975,0.057296825671486556,,,-0.18889085854062881,,,,,,
74,-5.410606030812668,1.1301134716063388,-2.403767570963381,,-0.27524740246996426,-0.19444485667251732,-0.2714502329959646,0.08205917089731311,-0.32527450007143827,-0.26687293561381203,0.08174822819299607,-0.1945956212170898,-0.05369525547535664,-0.022851650138108248,,,,,,,,
75,-4.242854012676518,0.9793223441505013,-1.6023491189879895,,-0.2780173689230777,0.027305212827052987,0.0700347652277524,0.5110727188036308,-0.15201556458593823,-0.1203914887733246,0.046028703706312436,-0.12196910251870352,0.0007976882456381487,,,,0.34542685706978865,,,,,
76,-4.508491622966284,-0.12655576025735002,-2.941508066423173,,-0.5228131819041351,0.08622380399687747,-0.0128131314486354,0.5323316960684152,,-0.14076331532528114,-0.13881418089830022,0.37154132871490564,0.04866401915327624,,,,-0.14384808445560818,-0.14579906769981585,,,,
77,-3.4566782906273077,3.302463693549941,-0.20464057273799874,,-0.24850172674639165,-0.7061683540108398,-0.21506197215525413,0.528943686202635,0.03168926991635733,0.019521458291636342,0.13986457137115252,-0.054781885766613164,0.012923994280711795,,,,,,,,,-0.11987764533940352
78,-6.500749160295439,1.571593844834254,-3.549934485204852,,-0.3037034834028793,-0.1157025739768431,0.07691270623303295,0.3739039337426499,-0.13772477484190235,0.06971805007548791,0.0578658292776292,0.10799882883132396,0.022851918641782265,-0.30839906928156546,,,,,,,,
79,-3.3367419069160755,4.081672925841943,-0.626248363900286,,-0.7642898108066075,-0.45272481187944935,-0.2822865942864394,0.2558869826778302,0.06684217096302696,0.07097107066491365,0.07056829541241225,-0.10886535992330307,-0.012362504912158812,,,0.29060125150619726,,,,,,
80,-5.795275134055919,1.143104798107583,-1.747830929311179,,-0.3259457016308983,-0.10861723537758898,-0.11725957031836581,-0.3159412920643791,-0.29660401363353467,-0.6583559686804019,0.0006369995363246694,-0.1680802139461737,0.002411730964543127,,,-0.08217571659601697,,,,,,
81,-5.207258515277077,1.2314722115859837,-3.0721859270004304,,-0.25408894354807465,-0.18320140182390357,-0.17386164470758647,0.5831140677076198,-0.14214860411366337,-0.09338248589333009,-0.14011434119251953,0.018859309644071256,-0.04491800558512539,,,,,,,-0.26157164173178193,,
82,-4.2222844696998205,4.671683692163832,-0.7825838127183786,,-0.5436284921812353,-0.19728825415006845,-0.17126471943477442,0.13600876975319529,-0.03404044566283838,-0.006657970510008019,0.008831056925891177,-0.02650243203976811,-0.05181717790746662,-0.006570309847899273,,,,,,,,
83,-2.855572227002769,1.5597100146758112,-0.2133867790680699,,-0.23410529631639113,-0.22947036566968756,-0.038241455175118066,-1.3112694922711923,-0.4281645427037415,-1.1076955059350524,0.1295869571065806,-0.15449775568339968,0.04144685372428822,,,,-0.1257992974042615,,,,,
84,-3.2803900347362864,3.206291284088734,-0.04889416497209967,,-0.44334218453194146,-0.5467202352889338,-0.15380809851162025,0.7424451773912453,-0.268562903552498,-0.05111817694703322,0.04082451214932162,-0.05898736448240626,0.04307304932376542,,,,,,,,,-0.3251694208311925
85,-2.7924627994403126,3.469565318588837,-0.17760552471495147,,-0.193281984838433,-0.4451037708858728,-0.15364343816635795,0.8734478999720648,-0.1516149408641352,-0.025649446775480422,0.09468305788620948,-0.024846282447553894,0.0035512881971370173,-0.14217120206133652,,,,,,,,
86,-4.917487952226551,1.1896759512840833,-0.7898946275838732,,-0.3148526466466959,-0.09133567976694162,-0.02600994218950453,-1.1118205138043509,-0.07111703838833876,-0.830727452216388,0.11674898665664336,-0.17567490722832305,0.016516291291855303,,,,-0.05454878440034002,,,,,
87,-3.176245855608691,2.8509291598708435,-0.7473307657604178,,-0.39161695626033416,-0.613098427345241,-0.11716305916794562,0.7651240300308834,-0.4134196331397459,0.0325910705259493,-0.054526226411045806,0.007054168034433765,-0.03763333048742878,-0.2348701657997508,,,,,,,,
88,-4.573400258767815,0.9556066117481227,-2.0087408255561017,,-0.43091429169857676,-0.23103820727313637,-0.12550768670690668,0.015725974792362016,-0.25222167734653445,-0.41495524830261044,0.14975195459866042,-0.17873153709308678,-0.03463690927956136,,,,,,,0.19564753850678215,,
89,-4.9903750272481675,1.1458291870076445,-1.3808908955082906,,-0.25163715379268564,-0.19478493468057154,-0.05168717043391396,-0.5240245466905883,-0.17079513526374607,-0.7116713008406876,0.14010188781730326,-0.16245202253243832,0.03902575900734974,,,-0.14295863637612702,,,,,,
90,-4.973504581596993,1.7251297681920552,-2.732267316897464,,-0.36029622446902926,-0.44321651132977524,-0.1353397830600348,0.3069819668629088,-0.31478214527139564,-0.19912424629321704,-0.0698391541846749,0.31667926520423695,0.09347317311617194,,,,,,,,,0.18161809014849037
91,-5.656651331649114,0.22819224533666177,-0.376297393263991,,-0.6854074002313056,-0.2642498470155812,-0.33949053868758067,-0.43069247054229215,0.10094078469018562,-0.4946465031321877,-0.1644453953302791,0.01870040872480688,-0.06016597598850223,0.44332932494767946,,,,,,,,
92,-4.960103107222608,0.7556800638191811,-1.3101329219033753,,-0.2903339070150355,-0.009783563820378144,-0.06716180282848973,-0.4110266299925595,-0.26538324063775637,-0.7304069426576205,0.20409998695811343,-0.2702440111547988,0.06828556220759514,,,-0.22553950411411852,,,,,,
93,-3.4397026501986505,1.7072786490467364,-0.5439161925662289,,-0.20058327969329057,-0.5999323939002764,-0.28541001347256745,0.12321929682386408,-0.050309365870322406,-0.17158931302189656,0.16269698235281882,-0.12402110433771805,-0.06192611554964575,0.09061627811727388,,,,,,,,
94,-8.573066388290625,0.5328840340632972,-2.248579658570429,,-0.18570481359184624,-0.08889270550959157,0.08349677077860339,-0.09168575937834773,0.07925542278145942,-1.2507634772668008,0.09961257058965887,-0.09694136954734978,-0.12884176130294644,,,,0.25956902343557386,,,,,
95,-3.362209371811107,1.6944588645794754,-0.31562053197689743,,-0.24630379693015375,-0.5293062978847047,-0.2939933445009684,0.011887344567387154,0.046872033963477534,-0.22150921712390378,0.0811930013073789,-0.05548845403172444,0.0007841914871786924,-0.11359939664980732,,,,,,,,
96,-5.525842555688131,1.6457713871374522,-2.6101128865477907,,-0.3783032541288455,-0.5389482857174447,-0.10392599211461767,0.30395788888902897,-0.38643910088116606,-0.2362160239251686,0.11999681227024793,-0.057798322700284906,0.007859350414212526,,,,,,,,,-0.30960699169307326
97,-4.411940079115739,2.462596511480609,-1.9925702509701035,,-0.4331388096701262,-0.6321781251891198,-0.1456368688828271,0.5828979151702469,-0.18345296013229165,0.09837062359113735,0.018631747770148248,-0.10692371515138342,-0.004560892281341839,,,-0.0847472100718672,,,,,,
98,-4.5419462061882925,0.8991128958963074,-0.4015433890879767,,-1.7325154269870984,-0.3290085796852559,-0.21877465349659175,-0.4716981512108438,0.17785626317002529,-0.2717371748456085,-0.06624906290650942,-0.12224561789102638,-0.08691862778212661,,,,,,,,0.11263161307750229,
99,-4.797536116105898,1.422457768062292,-2.122388724798127,,-0.41494680613452767,-0.3246810904376239,-0.16094254015189483,0.16154615023377178,0.021953456822146306,-0.2356282042408536,0.12968864909631028,-0.11047278190110162,-0.0354615336306347,0.05687621011416394,,,,,,,,
100,-6.442830128870241,0.49013247299396306,-2.053111419527002,,-0.3921981216370679,-0.0631764669845085,-0.11986171428459949,-0.14518859780377763,-0.05868580064677845,-0.7792988082163282,0.3212451742565894,-0.1306400272814707,-0.05365588237757555,,,,-0.02048104568075742,,,,,
101,-5.575980548305949,1.151248557448994,-0.6646816023618345,,-0.251568658292559,-0.15672597643512187,-0.07144694781971762,-1.2358773883097727,-0.34361999217576833,-0.767620245317995,-0.00558664286703347,-0.1591150276906863,0.08326997578047537,,,,-0.048964860719378354,,,,,
