,LSTAT,RM,DIS,PTRATIO,TAX,NOX,CRIM,INDUS,RAD=7,CHAS=0,B,AGE,ZN,RAD=5,RAD=3,RAD=4,RAD=24,CHAS=1,RAD=2,RAD=6,RAD=8,RAD=1
0,-4.795584163418343,2.0988213102731907,-1.5763667022345493,-0.4386520385454185,-0.30710435505562067,-0.3039398814727848,0.27777470968413037,-0.21892352265757292,0.12111362989581424,-0.07885087162980707,0.0788387252046185,-0.07367983821782782,0.03435650086853845,,,,,,,,,
1,-4.465215977962236,2.002370295478904,-1.1880367455038556,-0.3955709930306336,-0.24997579517886226,-0.22529860600657625,0.16969768953683034,-0.05852039397131816,,-0.2861325415690001,0.10521225650186394,-0.12987823445376853,0.02475360918098674,0.011792141948049029,,,,,,,,
2,-4.222244420160762,1.7438001718878675,-1.22940541025323,-0.4621711300770472,-0.2894334431317979,-0.3467431117012081,-0.018614814393729886,-0.17392405251222023,,0.11675382248588861,0.1187334571432009,-0.18385542495156737,0.012746712015748564,,0.14365252748526972,,,,,,,
3,-4.350947237177164,1.7280713716654077,-1.17315757015696,-0.38958379857854064,-0.2922880245878586,-0.18231399572329254,0.07497729091374764,-0.12974622259249485,,-0.23328288322593768,0.1182586351167946,-0.07302308846202643,0.031641812953271835,,,0.044431869491624386,,,,,,
4,-4.791608690438296,1.5921010517397625,-1.7001388859253292,-0.37944343384827234,-0.15956014764004123,-0.28723865825038286,0.16643608291018525,-0.00821980266083418,,0.09324947730373045,0.06354607688795125,-0.17727707275891363,0.04637182136803778,,,,0.22400956245052042,,,,,
5,-4.895198897354917,1.809556293646549,-1.610353059724229,-0.39449465048917615,-0.32292070158381403,-0.2777097806684956,0.13837512190927975,-0.11467169281278003,,-0.29140467255536323,0.07891522611608219,-0.28012561573008404,-0.014082624965645201,,,0.10096424085723724,,,,,,
6,-4.640236542748744,2.013718514362896,-1.4994337836182632,-0.4148700798686859,-0.32875134922122656,-0.18385754617672045,0.20059535454351146,-0.19418249154518596,,-0.00011669211076291274,0.019985094897460993,-0.12525492211400113,-0.02215755567343509,,,-0.04525276936167742,,,,,,
7,-4.6024285812027825,1.757007035200273,-1.3326294781352714,-0.3347335042186577,-0.29060197104356267,-0.24544329194119477,-0.0074421353378245,-0.20312931677337887,,0.023985529229183046,0.10475146233724322,-0.07943680382562739,-0.022785924071222118,,,-0.02838532302115137,,,,,,
8,-4.382524742607382,1.7172735406700794,-1.3349238292228005,-0.3238535818555138,-0.2806206323924021,-0.31294646416146715,-0.015054263406458155,-0.1056635123814364,,,0.19638374982087023,-0.23539107224497402,-0.03502315273168742,0.06059734592287748,,,,0.21147524093063796,,,,
9,-4.628307035991668,1.8605193239544242,-1.4924440377301418,-0.32734598863530184,-0.26458759223357453,-0.1888375318649478,0.12356688487211215,-0.11374130163987638,,0.12566027132838792,0.15543115065504337,-0.18972483103398927,0.12186350964731822,,,,,,-0.21579836280566556,,,
10,-4.827320793489561,1.9404633718977762,-1.4831142684377763,-0.37660379736344657,-0.1943076805779745,-0.19090382613813153,0.1840101747781247,-0.01217786182948863,,-0.13460002891530165,0.08632213934099102,-0.04897360950396046,-0.011670694364166082,,,,0.10403831714027442,,,,,
11,-4.622141697149357,2.071453684703875,-1.2510378711496424,-0.450946993196202,-0.3066612170773694,-0.27714946032740917,0.1557427804868966,-0.15896752155727523,,0.12589417495640084,0.18712883556142965,-0.1263974438328208,-0.037103637189752445,-0.03751674782272394,,,,,,,,
12,-4.533680629643092,1.6974684142548633,-1.532329531758346,-0.3941421585407095,-0.27223292514774733,-0.22686118996654644,0.08960656534471606,-0.025098156608384596,,0.14386928351338657,0.20864415641503184,-0.10849593675997865,-0.011241872391305044,,,,,,,0.2857375786523948,,
13,-4.403874737835094,1.6927888688047061,-1.1784521328661262,-0.36366708887222293,-0.26744146218611403,-0.29764033900281406,0.16235616237832215,-0.2029205808919442,,-0.4024889907802445,0.17707373644154933,-0.13103325508978614,-0.04758474057251434,,,-0.22641021539651862,,,,,,
14,-4.725873787778488,1.787114729764047,-1.451727167084984,-0.4525311111294478,-0.18407458895563353,-0.4017404052235273,0.03276664653848337,-0.1898000975055838,,0.04474492363724896,0.09623942081824123,-0.04033158387694217,0.11175418783285034,,,0.01756576231282637,,,,,,
15,-5.035367495029921,1.6061244363027283,-1.6374190337180992,-0.4339089500953872,-0.22240352284425113,-0.40437103081034625,0.056086111401993495,-0.04229148960194593,,-0.16445659303310267,0.1703932427143671,-0.19784776400738763,-0.031459783860243194,,,,0.4502515025820796,,,,,
16,-4.968608256710689,1.7451454160580968,-1.4023831881470237,-0.41426083119559387,-0.28112678977170713,-0.468572929931187,-0.14545696613252312,-0.06439181438356398,,-0.205865642861658,0.14865069922651672,-0.10181953183743087,0.04185171497915976,,,,0.2119007222944853,,,,,
17,-4.884980629839355,2.418202423114587,-1.3864252774105277,-0.41712468326597985,-0.3248211061878248,-0.3018983811502667,0.14311779462251298,-0.18638561273342757,,-0.14076830253565437,0.11172200253310142,-0.08394689241746472,-0.0271864012197935,,,,,,,,0.21076174934486175,
18,-4.514050593735708,1.920883581409729,-1.2983447361327416,-0.2940031916436606,-0.2669866001873449,-0.22729603368106446,0.17798067224691758,-0.1383338626378873,,-0.4236309384938497,0.14544407836429732,-0.055790248015062015,-0.0681007094417555,,,,,,-0.11620105277974206,,,
19,-4.408091261816119,1.4619316503622655,-1.3227437279188345,-0.2898051801578978,-0.24908604172283474,-0.4152908044871801,-0.09261909807405772,-0.2289164821991948,,-0.37673635995546906,0.16931641252926471,-0.20327383576635927,0.1090387369945665,-0.027461383097700368,,,,,,,,
20,-4.549549589386836,1.6629261203828252,-1.470973582501143,-0.3510120411920828,-0.3549499953714912,-0.2568477343695813,0.11607118323140643,-0.15307795516797285,,-0.336231739306105,0.014033575732754813,-0.1183979848688022,-0.043430134076883946,,,-0.006521949790445223,,,,,,
21,-5.0240574276609085,1.5440442790839128,-1.5308422882657766,-0.31890386873507937,-0.16320314352574603,-0.40871470353861666,-0.007040030603735428,-0.10562416015826293,,-0.03385239279815447,0.20381455822425493,-0.17916794120489127,0.07980885456531811,-0.00924066576240348,,,,,,,,
22,-4.743223617747157,1.8660874733371804,-1.5130217608901726,-0.4617660249832465,-0.3354751964485319,-0.28003456201821386,0.17336207940079254,-0.1678396386645885,,-0.0758053027971416,-0.02775469524850599,-0.20171118303861305,-0.024083126288127688,,,-0.17103289432133198,,,,,,
23,-4.6584441451161,1.8789489355021372,-1.4857863586098545,-0.3680590221372337,-0.18760656255542357,-0.24981330186517467,0.260855873195044,-0.08511835863394275,,-0.16900471386814234,0.09744506733791779,-0.12156524985047056,-0.05741787120238251,-0.06004034981503569,,,,,,,,
24,-4.422551202536303,1.8125599613263064,-1.2457754119526279,-0.36907421539739077,-0.3640978424170203,-0.2935918418093386,0.15297277184483826,-0.17415501461588292,,-0.06673197254343806,0.09509414373364596,-0.07654933935674367,0.017935659078042142,,,-0.06203249451659993,,,,,,
25,-4.739172174676555,1.613280708877193,-1.313548147692193,-0.39533877591094,-0.23639676044019087,-0.43996544824797185,-0.21542690360806158,-0.10400264421744922,,0.24818100124336617,0.1501314909911112,-0.20968744706194578,0.10519357560352492,,,,0.026673661146428888,,,,,
26,-4.509120923183562,1.7772438747970944,-1.331519897300685,-0.44008612739264164,-0.3778701391078364,-0.43234036621919003,-0.07679602060933921,-0.11504473572979766,,0.1725592114933409,0.10580732058514097,-0.09988935634120381,-0.02823770608337842,,,-0.06538039422424571,,,,,,
27,-4.308545480525282,1.8674028837804266,-0.9967884453332578,-0.4098126661335832,-0.24206428699217022,-0.3036614887399169,0.12838277957615696,-0.15239762480577929,,0.10211482903754202,0.10263496487168094,-0.15570061255268441,-0.0028744837411811223,,-0.13995460421566663,,,,,,,
28,-5.041225401635256,2.1263319092406125,-1.396689256341678,-0.4342882762858017,-0.3154975916598563,-0.30470129680935365,0.21510173654431636,-0.1263510372044015,,-0.09601081065686674,0.18593713059833694,-0.014898180818991266,0.02991391821574789,-0.13558531301343202,,,,,,,,
29,-4.7181979604321045,1.514100779743027,-1.4955644994299608,-0.32580330333721064,-0.26242317831215184,-0.3943468070395579,-0.06134072688511016,-0.169112247728166,,-0.2970400373862448,0.0867819858915059,-0.17103629779979598,-0.03953217287208693,,,,0.24259733019089072,,,,,
30,-4.365491569157174,2.136211883205472,-0.8858984604553888,-0.36126806298850844,-0.30542984518938215,-0.23605242476211974,0.2615343102298722,-0.10577369572500615,,-0.07622249627988828,0.047383633351764605,-0.10549661283345968,-0.008880397719430036,,,0.0006058832452160369,,,,,,
31,-4.196792496755008,1.748938538247431,-0.9407171294481413,-0.4483643035623769,-0.2928812536301608,-0.336946687715814,0.010358396379246843,-0.12649777254731387,-0.09527382388508734,-0.26204448940525754,0.14845103269298948,-0.19178812123762984,0.0668778015769384,,,,,,,,,
32,-4.7567655679298655,2.3698508592860827,-1.2666335947476242,-0.5310136174530632,-0.32644344526741836,-0.25893281075163993,0.16904318977403074,-0.2209309424722871,,-0.07420412097615887,0.09266488077560993,-0.09767096782024916,0.04347725516090439,,,0.10168410052951336,,,,,,
33,-4.865899799751272,1.6963164368679602,-1.45735551712099,-0.3365478476656333,-0.21569797150574202,-0.31979278019348584,-0.023728061236483054,-0.13728490960146505,,0.015562208725595123,0.15754010750121233,-0.16847363779829563,-0.030069054120985792,,,,0.23699231440412535,,,,,
34,-4.423878843868232,1.852842581606581,-1.185626178261196,-0.351041651261047,-0.31170959872569093,-0.2674574090251667,0.13016248384846776,-0.10002271034174368,,-0.10280081839561778,0.13525473611132088,-0.09126642991950012,0.1038223366875945,,,-0.0812092158949797,,,,,,
35,-4.643984195249837,1.6713020203602893,-1.5290181601073836,-0.3718528301976435,-0.2840742661637729,-0.28271695680338865,0.10354383315773551,-0.018158724771354752,,-0.2901366498036162,0.13072347407931525,-0.15501226414728583,-0.07569880089517957,,,,,,,-0.03853037148018381,,
36,-4.7708757780431235,1.5701848889053052,-1.4061079717552964,-0.4820546416878575,-0.22134456527821383,-0.36610846467503294,-0.1100103948591456,-0.16006796993202485,,-0.3413650547672008,0.1498469362140568,-0.2007091187830647,-0.025582686586628264,,,,0.028842192514820814,,,,,
37,-4.5179942177887185,2.0770927056723423,-1.3086640458884886,-0.4237244332841015,-0.32049835908212143,-0.2359976769563507,0.08524439268435617,-0.13135899887700622,,-0.04643204808080493,0.14540845931678412,-0.17251525589748365,0.04679019931196636,,0.06366201857501552,,,,,,,
38,-4.90258684129608,1.305783571180355,-1.508757649102385,-0.3987174660469997,-0.29254350470229445,-0.42793246668476614,0.01972618168006785,-0.07292122914859475,,-0.17577453876434287,0.044763543124796565,-0.2477814086609464,0.015485044211203846,,,,0.2730778493355244,,,,,
39,-4.643671676657978,1.7148308124392235,-1.3978528974970847,-0.31076513815199264,-0.08823570100626747,-0.34962528363528095,0.021333457190386065,-0.04959942942038569,,-0.3597468719941002,0.09513014474882843,-0.17391397466554853,-0.0002986819223747558,,,,0.3287492937040695,,,,,
40,-4.534403076058304,1.8634817693263692,-1.343067481030766,-0.39458883405119083,-0.22140740357308694,-0.2667493352272339,0.13813963643187296,-0.10331656306806489,,0.06853093207034315,0.024997874168672517,-0.06830800710178198,-0.08013194107358636,,,0.08898714950872684,,,,,,
41,-4.600834364606557,1.9201116067023738,-1.2431646923369737,-0.4606501235246225,-0.32409417002902313,-0.28716075369030547,0.2061112852179008,-0.190112924665791,,-0.09875400632986107,0.12054872937634975,-0.10181106393087476,-0.030950605715664044,-0.0704743283452985,,,,,,,,
42,-4.743780439334587,1.9047261499991799,-1.6478806747402095,-0.33907286374676354,-0.24460696214937253,-0.28209831946580605,0.21727342341080916,-0.13284060135389364,,-0.6370047184963687,0.0949009626965202,-0.11579550217184319,0.02407202889290785,,,,,,,,-0.004236252796686703,
43,-4.639764692811497,1.6240712443414027,-1.4371005983201073,-0.39077436925478415,-0.16949648588612312,-0.3839854081882913,-0.00652663973179174,-0.16386518286699578,,-0.10292615455062594,0.22030395148358267,-0.1612638656254398,-0.0021301476551329242,,,,0.15044322448177672,,,,,
44,-4.795317546353301,1.6243346985246792,-1.393371000974432,-0.29943279408144197,-0.22406864806488203,-0.5326865246671103,-0.10608232498995958,-0.034938767448955896,,0.1390228306240707,0.16301671209776358,-0.24725963927666178,-0.07843389815720125,,,,0.11936583976145237,,,,,
45,-4.9807975192702045,1.6860483011821366,-1.3643170314657298,-0.40175744327533797,-0.23617081062679768,-0.5680194425968729,-0.1338342353120972,-0.18503666115493725,,0.12201211686039284,0.16848818231296367,-0.14531179162956737,-0.037868022912450075,,,,-0.11651398882618325,,,,,
46,-5.058818891674372,2.1378907911794935,-1.621487835504425,-0.4745869244802261,-0.3426616228399217,-0.4834752098827132,0.16275591890158864,-0.15245734880532744,,,0.036451571749181226,-0.1347059285762339,-0.016283412065537073,0.033534256962971555,,,,0.49926487399354874,,,,
47,-4.968357291065442,1.651529261953914,-1.5862176714928637,-0.4042273984123823,-0.2216046547331103,-0.4399902506714441,-0.03362268405469851,-0.18180117004785765,,-0.025998497889461427,0.13392907035340637,-0.17991690727687462,0.0682631504335991,,,,0.11062620772738108,,,,,
48,-4.881945470329132,1.8327904389911251,-1.5886239200576198,-0.40369206306272964,-0.26498293336053297,-0.30041382413023593,0.08132336868086858,-0.10531535996376853,,-0.31897753080973146,0.09435484160180191,-0.1656634969838132,-0.04543438196135284,0.19056997185352373,,,,,,,,
49,-4.7590724439246035,1.8824725925294976,-1.6313234463208484,-0.4832563444597365,-0.26675179790713105,-0.3295456167143432,0.08625295941282042,-0.12330725378391254,,-0.04757273161227769,0.2006826532582063,-0.129122411725284,0.061158852448397846,-0.08539122773153561,,,,,,,,
50,-4.770041416852726,1.8950041841712435,-1.5410860287562962,-0.35186629578496625,-0.11035894068778,-0.2586566006180209,0.09039612782305254,-0.1403422031413586,,-0.3613252961028089,0.17843819251984722,-0.15477649609075514,-0.0688116176385258,,,,-0.021703044624765872,,,,,
51,-4.413165003712005,1.9770220262205782,-1.1128940501860254,-0.3974739155404922,-0.2976008394561156,-0.34996352151226084,0.11169377837108972,-0.11366650374770947,,-0.4523910501498047,0.12721926212837245,-0.055554191955391546,-0.01070750429739252,,,,,,,0.29482129909340055,,
52,-4.414479103192945,1.9868897062015585,-1.0994479415192768,-0.4499606522944892,-0.34025391055578497,-0.20101806584868032,0.24273603767564003,-0.14896660493512723,,-0.18267054587230983,0.08186286737309516,-0.14916903252609123,0.04198339738558005,,0.006915619263176817,,,,,,,
53,-4.84892860969081,1.8008376758292755,-1.5813750252696344,-0.420700908291587,-0.23511296773015936,-0.34815130413600265,0.12405082516061698,-0.052230634857106994,,0.2301853959259349,0.1695832967869969,-0.008080983570901572,0.08365036550764537,0.06643655262122904,,,,,,,,
54,-4.38061016288033,1.5391385021062423,-1.296755329652917,-0.33404604942120597,-0.16554685177014966,-0.24939840301904215,-0.17865098040096924,0.012672959047506706,,-0.42086482491320565,0.19654534787325653,-0.23352880844358598,-0.08578009031136122,,,0.018880716635279,,,,,,
55,-4.486750472644702,1.9647301823085466,-1.1603618379453668,-0.40379834754974125,-0.3108601508444968,-0.23224040501257437,0.18046853530031018,-0.13682687955747738,,0.04842943621107221,0.15522965689060977,-0.07173444126576477,-0.01896153662962978,,,,,,,,0.16158466723301762,
56,-4.5403391299208,1.6379053525944707,-1.1854441547073313,-0.4982229194307152,-0.2405063226469871,-0.43270353571410236,-0.17042422039284863,-0.10322648932401979,,-0.0812275581713897,0.11097040417296378,-0.20222346282341802,0.008604128927090865,,,,0.06566001023001959,,,,,
57,-4.845996994844552,1.786471980628789,-1.6692614476515133,-0.3619685205753996,-0.333788398477639,-0.25618235696931807,0.22947609054236326,-0.15278931283495273,,-0.3720038839182091,0.07973601841324225,-0.22862517184968953,0.030728067717235547,,,-0.06082429794904453,,,,,,
58,-4.58012730905323,1.7530773214775823,-1.4423632647016018,-0.3630721371517504,-0.3271503982740979,-0.285934310678167,0.05071492730469985,-0.12312623806758397,,-0.2306600033632278,0.14915871123221644,-0.1479818685782189,-0.1114216313995582,,,0.045710108374705835,,,,,,
59,-5.014700092795881,2.3213965648599877,-1.4113235102984467,-0.38444852014819975,-0.2240752481607764,-0.28608300686403515,0.14918188472078478,-0.34839638247627824,,0.12297333611965167,0.16669671530563465,-0.14075724180811053,-0.011945979803983852,,,,,,,,0.05429799136028745,
60,-4.917141462396163,1.7268799845128278,-1.508797958731527,-0.45085204441723103,-0.18651533924681052,-0.35339620558749574,0.06593845912060538,-0.06479743919210243,,-0.0030395519686656474,0.07238993912586228,-0.17969153856449493,0.05131151149506029,,,,0.18845215180630892,,,,,
61,-4.699015445609738,1.9274738599466057,-1.3935770630893909,-0.4408223522545386,-0.38788978525677636,-0.3130179409786848,0.19659535056046817,-0.10538347385365979,,-0.24955004984461643,0.10613140197878371,-0.1160504860886776,0.0069329813313301816,,-0.21141958835502692,,,,,,,
62,-4.886464801910348,1.5830639668840145,-1.6645206626502749,-0.4436736854630388,-0.1958321959202544,-0.40684998912369463,-0.022090787363117856,-0.09122412363201343,,-0.17361732148936934,0.09457045149876393,-0.15918826323609792,-0.004877384047549459,,,,0.2383275932209299,,,,,
63,-4.840957194042101,1.7220794221664997,-1.461516364791861,-0.388334204530254,-0.2549590318014378,-0.33320030107998144,0.02548436127165247,-0.06643800984322996,,-0.20203049641141632,0.1212959868559598,-0.10732102733958433,0.05441220063671171,,,,0.15945435888951404,,,,,
64,-4.093360547928988,1.4869803959045633,-1.1129872732805821,-0.31103738253402635,-0.3769362040209493,-0.28370804465120864,-0.13097537509998863,-0.0913698770767309,,-0.008338010439722097,0.17372308425708094,-0.11194901673826627,-0.028758303024680333,,,-0.07676106944688912,,,,,,
65,-4.870186638484507,2.1032321471021547,-1.5034197736302637,-0.4570682245888962,-0.3857692996456277,-0.17870878610490953,0.1658996467559787,-0.27345135981146834,,-0.4032984255240109,0.1242231348641107,-0.12063048456873476,-0.05858485792591222,,-0.191495741509437,,,,,,,
66,-4.879798658127666,2.2981712084095425,-1.3756327003805935,-0.39258815022198046,-0.23035876917429146,-0.22797603228701138,0.16759043672898294,-0.1259554081613023,,0.09050838510529058,0.06896789213615058,-0.11584314491091534,0.032094432161201156,,,,,,,,0.2804926999829164,
67,-4.46878944164413,1.9710070321866553,-1.2435014069800014,-0.3293556069050468,-0.28226609482470894,-0.26582023588942366,0.18618309489165172,-0.1624402413072417,,0.04675686703742384,0.19820669270860333,-0.11312342796419911,0.01924553036693988,,,,,,,,,-0.45494227736454945
68,-4.4545822763682414,1.8243992120577146,-1.316297527860302,-0.29422093473941113,-0.24852014339356304,-0.3066330133942804,0.048147802089455655,-0.1749885493143576,,0.08389575059599563,0.19738296680542627,-0.15697983981747937,0.03003771526498224,,,0.10478440590548348,,,,,,
69,-4.812289380627555,1.8245923057296103,-1.6951170312003507,-0.4062073438949731,-0.2538913051274544,-0.28397872710266797,0.11585613219106194,-0.13580484180140776,,0.16159952059221333,0.14724695095596793,-0.18702612269414717,0.005476398240283062,-0.3004461252661344,,,,,,,,
70,-4.642170138159732,1.917360976341891,-1.3162354835495076,-0.30912214466289567,-0.25165223261734276,-0.1922533648229119,0.15605890231591454,-0.14261704634352196,,-0.21102921399259011,0.04651651682318213,-0.07434299879418749,-0.08434073731515647,-0.052246566145910445,,,,,,,,
71,-4.69412864259147,1.361593261494416,-1.3437197127165124,-0.3311061180757333,-0.22392250374189954,-0.4347663672196051,-0.20363713664057315,-0.0636311189659944,,-0.06609402975878217,0.19249387335476112,-0.17522910890968035,0.037479266422788704,,,,0.38158285021503996,,,,,
72,-4.863809143340488,1.5037270055462606,-1.579241548715067,-0.25906979448141654,-0.24601570760126248,-0.3945535250983178,0.04444023429087929,-0.1482734914609939,,-0.07651903570667667,0.04323653415039751,-0.1860561712230403,-0.0543350012501838,,,,-0.023321158508844895,,,,,
73,-4.7842440655271945,1.9285366415597143,-1.433393973575572,-0.40810099699134667,-0.36007426515229973,-0.3232434531959804,0.07674975125421853,-0.15419551309991922,,-0.31476992217691996,0.18953035978510344,-0.148842279770702,-0.028876664797516046,,,0.13480647722966813,,,,,,
74,-4.660217325236324,1.7085649963223861,-1.452941616358229,-0.4099640549976579,-0.29719929851935506,-0.2547209172088037,0.08264998581058282,-0.16041047729695582,,0.05420533337484549,0.06579421005555597,-0.17620203166653375,0.00011900071738856556,-0.22774181087226536,,,,,,,,
75,-4.5816111780498066,1.5935300983055791,-1.4351635311945214,-0.487374751649169,-0.16525680531147316,-0.3520452579317327,0.11641135073970815,-0.005228047530282645,,-0.153054983289731,0.16537162865314345,-0.2514759439167656,-0.052458008174546315,,,,0.04616966006782553,,,,,
76,-5.130746051453076,1.9672823889133633,-1.6709204899753256,-0.3960976312941367,-0.15872353592024116,-0.30043213526285706,0.12075067713516029,-0.11076693309090989,,,-0.032627794553472825,-0.10715787956212544,0.09775962577078398,,,,0.296988426405308,0.24732752356095034,,,,
77,-4.383135708610505,1.9711533343554866,-1.110162703959424,-0.35671552553308006,-0.2697174488986132,-0.23226933684854195,0.12889467817510916,-0.14014455664786185,,-0.3263665924721491,0.13759254862592976,-0.18073145495416404,-0.01902251279850358,,,,,,,,,-0.5020404169831014
78,-4.9682331677458444,1.77784077056621,-1.706397370906394,-0.3213587824267066,-0.24233040801541766,-0.2831864507800099,0.16590373171206652,-0.01472672982333801,,-0.3730252988050947,0.2014940149552497,-0.11143886638596852,0.0611679467256191,-0.11180427041039172,,,,,,,,
79,-4.6583241572575655,2.1906920962845327,-1.3797049765065867,-0.4128660462852617,-0.3290446766893658,-0.1910581398924317,0.1525877937385043,-0.19170500665381324,,0.009112594517072262,0.05221576599171781,-0.13801570419935724,0.01699536631576455,,,0.005515816202860333,,,,,,
80,-4.815308318502019,1.7646701240547042,-1.600147284198748,-0.48477222942955234,-0.29896514129789276,-0.24124809431060798,-0.044203082782781664,-0.026779171385749926,,0.39686861605889456,0.1984145610011925,-0.23693348802815983,0.0024536388342789365,,,0.05782192351647585,,,,,,
81,-4.725386968795468,1.7500765495655066,-1.6346768040425406,-0.429142356349473,-0.17942611065456443,-0.26940472107498126,0.11928590466982847,-0.0870938621397344,,0.16457900958688074,0.12151719063126774,-0.06200311560844931,0.0422631585691815,,,,,,,-0.4523105939130789,,
82,-4.665922041371014,2.0668498902139323,-1.4356588342583534,-0.3975379012424013,-0.2803475056578277,-0.1959308543683581,0.11577996055869462,-0.1566383476767657,,0.08056773644144397,0.16454600946670922,-0.10599539341089993,0.04669140666009641,0.31978121271764254,,,,,,,,
83,-4.975296437731589,1.675186903862409,-1.3514897730171722,-0.36067860861554074,-0.1561905151489269,-0.42541243099109527,-0.12383625748901413,-0.16530112005039124,,0.24422932955211532,0.18102982157580738,-0.1640407466514176,-0.12487776946549589,,,,0.04871588477605735,,,,,
84,-4.332268842015762,2.07408294045119,-1.1302834360911975,-0.45837460685466547,-0.3181632575984175,-0.2509636428850945,0.2519813558109391,-0.20773600071782788,,-0.13041505951758256,0.14511950082945285,-0.19918456041025714,0.03120355435360702,,,,,,,,,-0.5845668014866856
85,-4.468770251937021,2.0248863095466034,-1.2021295303073452,-0.4058744252530716,-0.3042167890014217,-0.189189371396801,0.19379897777600233,-0.22426181105287002,,-0.18994929032084698,0.10862308371256905,-0.18611259729659155,0.04542191228103123,0.07906275317622402,,,,,,,,
86,-4.82971088799969,1.7130459261174609,-1.290916406781366,-0.41878030699555663,-0.14456401592414994,-0.3645947330693702,0.023065496271047193,-0.1506265983986293,,-0.14190453209002282,0.1101685864259384,-0.05563552056134221,-0.01746932057550307,,,,-0.050353911802708796,,,,,
87,-4.562024535595367,1.9251776266667162,-1.4178204805950352,-0.3977278752211018,-0.3578109094978566,-0.21822191575824587,0.1960773314009483,-0.1700295403608487,,-0.07100616578851067,0.09348727298774165,-0.0954925885324552,0.008959386693331232,0.022940094041592262,,,,,,,,
88,-4.678436267916822,1.6280029739438484,-1.4618349779593656,-0.42232708058216106,-0.32239410761672094,-0.2975329614033794,0.11071509330792469,-0.11346173338628524,,-0.0759067399099599,0.05427607420950909,-0.1122584108860814,0.06608527080927498,,,,,,,-0.148188628177883,,
89,-4.709559374138823,1.7095139185918413,-1.546731444731979,-0.4260008105470568,-0.21641634838889925,-0.3790805603452585,0.05082073391879682,-0.07625719809306494,,-0.08065097841139693,0.1589698030722751,-0.14318001195718905,-0.033464334692891624,,,-0.029143855399912932,,,,,,
90,-4.858829128161373,1.881074066514095,-1.53630371002099,-0.5601135187875265,-0.28973927598508836,-0.3804315850158266,0.1451205691191928,-0.1179530473819424,,0.16505012215862086,0.1323829264333573,-0.18180737972912342,0.017021187281152955,,,,,,,,,0.013961714062254377
91,-5.0029997567475135,2.224110621465626,-1.5631516035754154,-0.36666658043874806,-0.3567953149696429,-0.22654631694077604,0.07023557527304632,-0.14500321265593566,,0.029060716576123604,0.21622278878166445,-0.08821909930103682,0.02967843670314597,-0.024423662017470576,,,,,,,,
92,-4.675770491860328,1.6646947698220347,-1.5033569509898232,-0.4592009560055095,-0.15905057725341698,-0.37004981232267753,0.09453158720883437,-0.05265685432618462,,-0.21879631559311374,0.1365410520689666,-0.1590613663490131,-0.0285140271474817,,,-0.2742213967631648,,,,,,
93,-4.501095587408424,1.804438777728097,-1.3223491108756342,-0.3605835603079256,-0.29237856988759525,-0.32439023199294853,0.11101366087676842,-0.14238529213536694,,-0.03815232731675668,0.18545981136696502,-0.15170270027610336,0.022181688117196202,0.19320324907217645,,,,,,,,
94,-5.348458418985274,1.6568886417488637,-1.4511352341347625,-0.4626901248539634,-0.2240117700707291,-0.3752852294868368,-0.07626183448663373,-0.10517742488344385,,-0.39106995606689454,0.23743657991683648,-0.14228470629831666,0.027683767766383188,,,,0.19966746601852817,,,,,
95,-4.37826967440851,1.81484428593449,-1.115619394929769,-0.4033026146193431,-0.32780318270616665,-0.2999063557740751,0.08552940014849442,-0.15870148135964074,,-0.0821479893083532,0.11796401276967886,-0.2883715552702192,0.04561829968471123,0.0238849343693848,,,,,,,,
96,-4.866257243744833,1.7834023943054056,-1.6687649305044692,-0.4881919417539592,-0.36301190210544476,-0.4576364992465676,0.21472766607695926,-0.09671633006100028,,0.20972659690573178,0.1221729325267775,-0.09044246901775867,-0.009166025241640027,,,,,,,,,-0.5357415668918476
97,-4.636705318462839,1.9358710755973092,-1.5016324729585753,-0.501020928900283,-0.30499694385603215,-0.1973886372564842,0.07517371914493011,-0.140247653977443,,0.05174234926902891,0.09956605672697572,-0.1587898146216654,0.029391536473212798,,,-0.16285858963662175,,,,,,
98,-4.995810079354578,2.403572133173114,-1.4594136036329173,-0.4237566609914967,-0.4095817121248641,-0.3187158044449637,0.0819432728675234,-0.18670579581582059,,-0.13257562576468113,0.11814920222778601,-0.07492535327850104,0.02025723236402582,,,,,,,,0.11375334125556943,
99,-4.773664719696702,1.7261612873960643,-1.6231106038612177,-0.4140267830057147,-0.2723585190948385,-0.354618505668878,0.08836660975680255,-0.17172198183849818,,0.07579141052626881,0.10345883603165788,-0.10910131650443763,-0.07432422660030069,-0.17750493068256817,,,,,,,,
100,-4.971733417188784,1.610187076315752,-1.4787906775929611,-0.3699370857158594,-0.340014620096346,-0.31031261095284685,0.0585392974404553,-0.0664371660679788,,-0.3789676303734917,0.16224795490797647,-0.2136091185246288,-0.025167815318993453,,,,0.15617638334717598,,,,,
101,-4.860757043142837,1.6350820513811488,-1.4292679765560052,-0.4007884503503524,-0.22802023678483113,-0.4261154684089101,-0.03791126901345011,-0.15275910697864048,,-0.2010075595181575,0.05998573923516157,-0.14553504335231615,-0.004785617630634797,,,,0.012445366953669046,,,,,
